FacilityID,X,Y,PrimaryStr
16415,-71.0595396315781,42.4343988303455,PIERCE ST
16417,-71.077335781784,42.4210813840439,EMERALD ST
16418,-71.0773926815876,42.4209505557113,PEARL ST
16420,-71.0773063556301,42.4209041010339,PEARL ST
16424,-71.0776536100461,42.4204228455865,PEARL ST
16425,-71.0770215932727,42.4251568219252,STERLING ST
16426,-71.0770216000115,42.4250943935399,STERLING ST
16427,-71.0765488564388,42.4251547925814,STERLING ST
16429,-71.0593022878013,42.4341378967471,BAINBRIDGE ST
16430,-71.0598458478014,42.434150660459,BAINBRIDGE ST
16431,-71.0598454841492,42.4342107055755,BAINBRIDGE ST
16437,-71.0595765524899,42.4379760760182,FOREST ST
16439,-71.0589194391245,42.4384527518565,FOREST ST
16441,-71.0568040574678,42.439846779687,FOREST ST
16442,-71.0569730798019,42.4396760126989,FOREST ST
16444,-71.0813812393533,42.4249513779892,WENTWORTH ST
16446,-71.0831812720384,42.4255023261037,ESTEY ST
16447,-71.0830803064039,42.4255202941661,ESTEY ST
16448,-71.0839533090941,42.4253512024391,ESTEY ST
16449,-71.083930306173,42.4252917615136,ESTEY ST
16450,-71.0781424420541,42.4209996965114,EMERALD ST
16451,-71.0781459733794,42.4210758506144,EMERALD ST
16459,-71.0303895336838,42.4392304788365,TRUEMAN DR
16460,-71.030495073871,42.4392992434309,TRUEMAN DR
16461,-71.0301537206886,42.4397017126809,TRUEMAN DR
16462,-71.0300446923464,42.4395881116493,TRUEMAN DR
16464,-71.0305145050477,42.4407286248985,TRUEMAN DR
16465,-71.0307503742959,42.4411436643837,TRUEMAN DR
16467,-71.0309307486277,42.4413345785344,TRUEMAN DR
16468,-71.0309580834417,42.4412042058504,TRUEMAN DR
16470,-71.030223110916,42.4375729658126,KENNEDY DR
16477,-71.0313190907838,42.4415538994531,BAYRD RD
16479,-71.0290069585427,42.4312922906894,EASTERN AV
16481,-71.0229936571305,42.4355697217581,BARKER RD
16483,-71.0228960322148,42.4354213225668,BARKER RD
16484,-71.0247859001004,42.4370310985002,FAIRFIELD AV
16486,-71.0286319807388,42.436204114078,CENTRAL AV
16490,-71.0343386339145,42.4375391889835,RIDGE HILL AV
16492,-71.0311099646039,42.4429831583438,KNOLL ST
16493,-71.0310036457643,42.4429526109264,KNOLL ST
16495,-71.0277118631488,42.4330706224575,BEACH ST
16496,-71.0241128549784,42.431514867027,BEACH ST
16500,-71.0293892349241,42.4311739614753,EASTERN AV
16501,-71.0285459479816,42.4312299257776,EASTERN AV
16503,-71.0302876874379,42.4312052127216,EASTERN AV
16505,-71.0302009377009,42.4311158658388,EASTERN AV
16506,-71.0303486823531,42.4311108961026,EASTERN AV
16507,-71.0264849695264,42.4316249438885,EASTERN AV
16510,-71.0272366120663,42.4315399430839,EASTERN AV
16511,-71.032525225268,42.4393475171395,GLENMERE AV
16515,-71.0303941236377,42.4425189646878,BROADWAY
16517,-71.0263033014464,42.4324636672537,BEACH ST
16522,-71.0269384934899,42.4326570971287,BEACH ST
16525,-71.0311306354032,42.43101558125,BELLVALE ST
16526,-71.0310910179656,42.4307741754305,BELLVALE ST
16527,-71.031008567376,42.4307869980202,BELLVALE ST
16528,-71.0310137030113,42.4302909523709,BELLVALE ST
16529,-71.0309318690853,42.4302965077423,BELLVALE ST
16530,-71.0268544121912,42.4304221470389,HANCOCK RD
16531,-71.0267880048633,42.4303596466059,HANCOCK RD
16532,-71.0274524628358,42.4300826985153,HANCOCK RD
16533,-71.0273837695651,42.4300198631836,HANCOCK RD
16536,-71.0275431195093,42.4289958802797,BLAINE ST
16537,-71.0273737249939,42.4289984635024,BLAINE ST
16540,-71.0271076885498,42.4292288977188,MORRIS ST
16541,-71.027236543516,42.4291218676208,MORRIS ST
16542,-71.0269110211976,42.4291271018371,MORRIS ST
16546,-71.0264380231758,42.4294092791585,MORRIS ST
16547,-71.0264733218007,42.4293252917245,MORRIS ST
16548,-71.0271863020019,42.4346769792411,WHEELER ST
16549,-71.0271529779307,42.434619978187,WHEELER ST
16550,-71.0277860587905,42.4344689088434,WHEELER ST
16551,-71.0277350763515,42.4344285282662,WHEELER ST
16552,-71.027833910905,42.434251054125,WHEELER ST
16553,-71.027915901774,42.434251866401,WHEELER ST
16555,-71.0242172026402,42.4349918171015,WESMUR RD
16556,-71.024084534882,42.4349811295878,REVERE ST
16557,-71.0241429699322,42.4348953095152,REVERE ST
16562,-71.0249075900733,42.4347396550916,WESMUR RD
16563,-71.0248716069251,42.4346843107797,WESMUR RD
16566,-71.0254439268337,42.4298312069234,MORRIS ST
16570,-71.0252558857948,42.4301638051275,MORRIS ST
16571,-71.025360850662,42.4304928050438,MONROE ST
16572,-71.0254143161885,42.4304415196014,MONROE ST
16574,-71.0256210258051,42.4298717460518,SHURTLEFF ST
16575,-71.025622280389,42.4297883869462,SHURTLEFF ST
16576,-71.0268712819004,42.4325556204402,BEACH ST
16577,-71.0262349508818,42.4325527912785,BEACH ST
16578,-71.0258262767907,42.4322591723449,BEACH ST
16579,-71.0257338979444,42.4323375913722,BEACH ST
16581,-71.027349392687,42.4331442863835,LAWRENCE ST
16582,-71.0273507698684,42.4330337192234,BEACH ST
16583,-71.0278973415208,42.4332701839217,BEACH ST
16584,-71.0281245818411,42.4332493681421,BEACH ST
16585,-71.0245588395419,42.4316287435492,HANCOCK RD
16586,-71.0247082266885,42.4316439860937,HANCOCK RD
16587,-71.0247222278043,42.431742582727,BEACH ST
16589,-71.0242789969722,42.4318044965873,WESLEY ST
16591,-71.0320012423306,42.4347104159221,SALEM ST
16593,-71.0308624574143,42.4347810235893,SALEM ST
16595,-71.0298202256035,42.4351087761473,SALEM ST
16596,-71.0297916513581,42.4350311620937,SALEM ST
16598,-71.0314196262965,42.4409731629256,BROADWAY
16599,-71.03156543438,42.4410138706036,BROADWAY
16601,-71.0329209044632,42.4392040177144,BROADWAY
16604,-71.0333291794359,42.4387622341778,BROADWAY
16605,-71.0333593691961,42.43852638933,BROADWAY
16606,-71.0268328079821,42.4354030434435,BRENTWOOD ST
16607,-71.0267487259759,42.4354062349771,BRENTWOOD ST
16608,-71.027295454324,42.4350664276786,ANDERSON WY
16609,-71.027078884486,42.4351500612372,ANDERSON WY
16610,-71.027978556015,42.4352318497282,ANDERSON WY
16612,-71.0278666335161,42.4348819837877,ANDERSON WY
16616,-71.0322948982401,42.4298976523868,PRENTISS ST
16618,-71.0356694648634,42.4381763805486,SUMMIT ST
16619,-71.0358506990508,42.4381445894779,SUMMIT ST
16625,-71.0687073534882,42.4291782057317,DARTMOUTH ST
16627,-71.0685861269782,42.4289095555244,DARTMOUTH ST
16629,-71.0673913556856,42.4302327261581,MAIN ST
16632,-71.0675579147747,42.4355916775123,MAIN ST
16633,-71.0675699978106,42.4357586373588,MAIN ST
16634,-71.0325436424124,42.4376295788211,KENNEDY DR
16637,-71.0292848787111,42.4337375884562,BEACH ST
16646,-71.0454688381198,42.4300251103587,EASTERN AV
16648,-71.0818776920692,42.4372104805701,SEERY ST
16649,-71.0818139207234,42.4372668481809,SEERY ST
16654,-71.0873114863316,42.4297955973079,SAVIN ST
16655,-71.0873568488755,42.4299230065541,SAVIN ST
16659,-71.0842826704693,42.4302456720234,SAVIN ST
16660,-71.0841822022802,42.4301718882938,SAVIN ST
16662,-71.0853842959439,42.430418522157,SAVIN ST
16663,-71.0695616889368,42.4396711880885,MAIN ST
16671,-71.0854992640378,42.4319869479103,BOWER ST
16672,-71.0855881433438,42.4319923957595,BOWER ST
16674,-71.0855615178872,42.432313247597,BOWER ST
16675,-71.0874059773941,42.4302318556356,CHANDLER RD
16676,-71.0871540135993,42.4300919613072,SAVIN ST
16677,-71.0868602172679,42.4274731761407,WEST BORDER RD
16678,-71.086786448973,42.4274408150295,WEST BORDER RD
16679,-71.0891009264765,42.4266514375628,MURRAY HILL RD
16680,-71.0890663626179,42.4267147990004,MURRAY HILL RD
16681,-71.0880356229596,42.42657268051,HOSPITAL RD
16682,-71.0860360624093,42.4237559918994,GALE ST
16683,-71.0534949545963,42.4372294287624,GOLDCLIFF RD
16684,-71.0549368667456,42.4391455887952,KIMBALL ST
16685,-71.0548580809207,42.4391173492554,KIMBALL ST
16687,-71.0548285256418,42.4392420387343,KIMBALL ST
16690,-71.0521107059813,42.4372472579131,LORA ST
16695,-71.0556770249625,42.4412044882471,FOREST CT
16696,-71.0561739170954,42.4412739269159,FOREST CT
16697,-71.0561573451688,42.4412096649007,FOREST CT
16698,-71.0567775177273,42.4412142693097,FOREST CT
16700,-71.0567686865322,42.4411469370991,FOREST CT
16701,-71.0556765177766,42.4412709400366,FOREST CT
16706,-71.0456710415716,42.4383978269389,CLIFF ST
16707,-71.045604707516,42.438412051686,CLIFF ST
16709,-71.0456078600127,42.4383178062861,CLIFF ST
16710,-71.044387386197,42.4378574885921,VALLEY ST
16711,-71.0444859468329,42.4378472556426,VALLEY ST
16712,-71.0447492681347,42.437740996001,VALLEY ST
16714,-71.044009456733,42.4366695672692,JACOB ST
16715,-71.0440805842701,42.4366166563165,JACOB ST
16716,-71.0485872611051,42.4363247478517,GARDEN ST
16717,-71.0484916285337,42.4363348071318,GARDEN ST
16719,-71.0511404379537,42.4361636602159,BAINBRIDGE ST
16720,-71.0511393718309,42.4361017621238,BAINBRIDGE ST
16721,-71.0504358737078,42.4362579731988,BAINBRIDGE ST
16722,-71.0479101759564,42.4351829691795,COLUMBIA ST
16723,-71.0479981543304,42.4351720269427,COLUMBIA ST
16724,-71.0511433139255,42.4346286050764,MT WASHINGTON AV
16725,-71.0542264705918,42.4347948559341,BAKER ST
16726,-71.0541427565103,42.4348042470997,BAKER ST
16728,-71.0534340174647,42.4352024567285,GRANVILLE AV
16729,-71.0533078776416,42.4352025924169,GRANVILLE AV
16731,-71.0368302260073,42.4435080291834,BEACHVIEW AV
16732,-71.0368302260073,42.4435080291834,BEACHVIEW AV
16733,-71.0368497966605,42.4434354512029,BEACHVIEW AV
16734,-71.0368497966605,42.4434354512029,BEACHVIEW AV
16736,-71.0360782104055,42.442928901932,ELWELL ST
16737,-71.0360586482951,42.4429429576777,ELWELL ST
16739,-71.0420449967563,42.4405611755339,ARCADIA ST
16740,-71.0419278953481,42.4408920938907,BIRCH LN
16742,-71.0412011441966,42.4405710037934,ARCADIA ST
16743,-71.0419123821693,42.4413212186668,OLIVE AV
16744,-71.0418516652649,42.4413742670785,OLIVE AV
16746,-71.0275474547629,42.4436845886053,LEONARDO AV
16748,-71.0483243768156,42.439424270158,LEBANON ST
16750,-71.059989544256,42.4347836242503,PIERCE ST
16751,-71.0817521439918,42.43046583664,HIGHLAND AV
16752,-71.0817052947659,42.4303587393886,HIGHLAND AV
16756,-71.0660227889599,42.4264485213631,FERRY ST
16757,-71.0660397015171,42.4261396624017,FERRY ST
16758,-71.0659425309975,42.4260102867949,FERRY ST
16763,-71.0658374255595,42.4259589150114,FERRY ST
16764,-71.0658034068731,42.4256877153533,FERRY ST
